Time (elapsed) ,ECG (mV),Resp C (mV),Resp A (mV),Resp N (mV), SpO2 (mV)
00:00:45.780,0.145,-0.034,0.028,-0.158,98.000
00:00:45.790,0.090,-0.038,0.025,-0.154,98.000
00:00:45.800,0.035,-0.042,0.021,-0.151,98.000
00:00:45.810,0.005,-0.048,0.017,-0.148,98.000
00:00:45.820,-0.010,-0.055,0.012,-0.144,98.000
00:00:45.830,-0.020,-0.062,0.008,-0.141,98.000
00:00:45.840,-0.025,-0.069,0.003,-0.138,98.000
00:00:45.850,-0.040,-0.076,-0.002,-0.134,98.000
00:00:45.860,-0.045,-0.075,-0.003,-0.131,98.000
00:00:45.870,-0.040,-0.074,-0.004,-0.128,98.000
00:00:45.880,-0.035,-0.072,-0.005,-0.124,98.000
00:00:45.890,-0.030,-0.071,-0.007,-0.121,98.000
00:00:45.900,-0.025,-0.070,-0.008,-0.118,98.000
00:00:45.910,-0.045,-0.070,-0.011,-0.115,98.000
00:00:45.920,-0.045,-0.071,-0.013,-0.111,98.000
00:00:45.930,-0.055,-0.072,-0.016,-0.108,98.000
00:00:45.940,-0.055,-0.073,-0.018,-0.105,98.000
00:00:45.950,-0.070,-0.074,-0.021,-0.102,98.000
00:00:45.960,-0.070,-0.066,-0.017,-0.098,98.000
00:00:45.970,-0.080,-0.057,-0.013,-0.095,98.000
00:00:45.980,-0.070,-0.048,-0.010,-0.092,98.000
00:00:45.990,-0.090,-0.040,-0.006,-0.089,98.000
00:00:46.000,-0.100,-0.031,-0.002,-0.086,98.000
00:00:46.010,-0.100,-0.028,-0.002,-0.082,98.000
00:00:46.020,-0.095,-0.025,-0.002,-0.079,98.000
00:00:46.030,-0.110,-0.021,-0.002,-0.076,98.000
00:00:46.040,-0.100,-0.018,-0.002,-0.073,98.000
00:00:46.050,-0.105,-0.014,-0.001,-0.070,98.000
00:00:46.060,-0.095,-0.020,-0.006,-0.067,98.000
00:00:46.070,-0.110,-0.026,-0.010,-0.065,98.000
00:00:46.080,-0.115,-0.032,-0.015,-0.062,98.000
00:00:46.090,-0.120,-0.037,-0.019,-0.059,98.000
00:00:46.100,-0.105,-0.043,-0.024,-0.056,98.000
00:00:46.110,-0.120,-0.043,-0.025,-0.053,98.000
00:00:46.120,-0.090,-0.044,-0.026,-0.051,98.000
00:00:46.130,-0.060,-0.044,-0.028,-0.048,98.000
00:00:46.140,0.000,-0.044,-0.029,-0.045,98.000
00:00:46.150,0.010,-0.045,-0.030,-0.042,98.000
00:00:46.160,0.040,-0.053,-0.036,-0.040,98.000
00:00:46.170,0.160,-0.061,-0.042,-0.037,98.000
00:00:46.180,0.110,-0.069,-0.048,-0.035,98.000
00:00:46.190,0.020,-0.077,-0.054,-0.032,98.000
00:00:46.200,-0.005,-0.086,-0.060,-0.029,98.000
00:00:46.210,-0.050,-0.084,-0.060,-0.027,98.000
00:00:46.220,-0.100,-0.083,-0.059,-0.025,98.000
00:00:46.230,-0.205,-0.081,-0.059,-0.022,98.000
00:00:46.240,-0.205,-0.080,-0.059,-0.020,98.000
00:00:46.250,-0.215,-0.078,-0.059,-0.017,98.000
00:00:46.260,-0.195,-0.076,-0.059,-0.015,98.000
00:00:46.270,-0.245,-0.074,-0.059,-0.013,98.000
00:00:46.280,-0.090,-0.072,-0.059,-0.011,98.000
00:00:46.290,0.470,-0.071,-0.059,-0.008,98.000
00:00:46.300,1.330,-0.069,-0.059,-0.006,98.000
00:00:46.310,1.515,-0.070,-0.060,-0.004,98.000
00:00:46.320,-0.125,-0.072,-0.062,-0.002,98.000
00:00:46.330,-0.810,-0.073,-0.063,0.000,98.000
00:00:46.340,-0.575,-0.075,-0.065,0.002,98.000
00:00:46.350,-0.325,-0.076,-0.066,0.004,98.000
00:00:46.360,-0.150,-0.078,-0.068,0.006,98.000
00:00:46.370,-0.170,-0.080,-0.070,0.008,98.000
00:00:46.380,-0.145,-0.082,-0.072,0.010,98.000
00:00:46.390,-0.150,-0.084,-0.075,0.012,98.000
00:00:46.400,-0.130,-0.086,-0.077,0.014,98.000
00:00:46.410,-0.135,-0.088,-0.078,0.016,98.000
00:00:46.420,-0.115,-0.090,-0.080,0.017,98.000
00:00:46.430,-0.105,-0.092,-0.081,0.019,98.000
00:00:46.440,-0.075,-0.094,-0.082,0.021,98.000
00:00:46.450,-0.055,-0.096,-0.083,0.023,98.000
00:00:46.460,-0.025,-0.085,-0.084,0.024,98.000
00:00:46.470,-0.015,-0.074,-0.084,0.026,98.000
00:00:46.480,0.020,-0.063,-0.084,0.028,98.000
00:00:46.490,0.040,-0.052,-0.084,0.030,98.000
00:00:46.500,0.075,-0.041,-0.085,0.031,98.000
00:00:46.510,0.105,-0.040,-0.090,0.033,98.000
00:00:46.520,0.155,-0.039,-0.095,0.035,98.000
00:00:46.530,0.180,-0.038,-0.100,0.037,98.000
00:00:46.540,0.215,-0.038,-0.104,0.038,98.000
00:00:46.550,0.235,-0.037,-0.109,0.040,98.000
00:00:46.560,0.250,-0.049,-0.108,0.042,98.000
00:00:46.570,0.250,-0.060,-0.106,0.043,98.000
00:00:46.580,0.255,-0.072,-0.104,0.045,98.000
00:00:46.590,0.220,-0.084,-0.102,0.047,98.000
00:00:46.600,0.205,-0.095,-0.100,0.048,98.000
00:00:46.610,0.160,-0.090,-0.100,0.050,98.000
00:00:46.620,0.110,-0.085,-0.099,0.052,98.000
00:00:46.630,0.075,-0.080,-0.099,0.054,98.000
00:00:46.640,0.020,-0.074,-0.098,0.056,98.000
00:00:46.650,-0.010,-0.069,-0.098,0.058,98.000
00:00:46.660,-0.020,-0.063,-0.099,0.059,98.000
00:00:46.670,-0.025,-0.056,-0.101,0.061,98.000
00:00:46.680,-0.025,-0.050,-0.103,0.063,98.000
00:00:46.690,-0.030,-0.043,-0.105,0.065,98.000
00:00:46.700,-0.030,-0.037,-0.107,0.066,98.000
00:00:46.710,-0.020,-0.047,-0.106,0.068,98.000
00:00:46.720,-0.025,-0.057,-0.106,0.070,98.000
00:00:46.730,-0.015,-0.067,-0.106,0.071,98.000
00:00:46.740,-0.005,-0.077,-0.106,0.073,98.000
00:00:46.750,-0.020,-0.087,-0.106,0.074,98.000
00:00:46.760,-0.030,-0.088,-0.105,0.076,98.000
00:00:46.770,-0.035,-0.088,-0.103,0.077,98.000
00:00:46.780,-0.020,-0.089,-0.102,0.079,98.000
00:00:46.790,-0.035,-0.090,-0.101,0.081,98.000
00:00:46.800,-0.040,-0.091,-0.100,0.082,98.000
00:00:46.810,-0.070,-0.093,-0.101,0.083,98.000
00:00:46.820,-0.065,-0.096,-0.102,0.085,98.000
00:00:46.830,-0.050,-0.099,-0.103,0.086,98.000
00:00:46.840,-0.060,-0.101,-0.105,0.087,98.000
00:00:46.850,-0.060,-0.104,-0.106,0.088,98.000
00:00:46.860,-0.060,-0.102,-0.103,0.088,98.000
00:00:46.870,-0.045,-0.100,-0.100,0.088,98.000
00:00:46.880,-0.075,-0.098,-0.097,0.088,98.000
00:00:46.890,-0.070,-0.095,-0.093,0.088,98.000
00:00:46.900,-0.070,-0.093,-0.090,0.088,98.000
00:00:46.910,-0.080,-0.088,-0.086,0.087,98.000
00:00:46.920,-0.085,-0.082,-0.083,0.086,98.000
00:00:46.930,-0.060,-0.076,-0.079,0.084,98.000
00:00:46.940,-0.090,-0.070,-0.075,0.083,98.000
00:00:46.950,-0.085,-0.065,-0.071,0.082,98.000
00:00:46.960,-0.090,-0.074,-0.076,0.080,98.000
00:00:46.970,-0.070,-0.083,-0.081,0.078,98.000
00:00:46.980,-0.100,-0.092,-0.085,0.076,98.000
00:00:46.990,-0.085,-0.101,-0.090,0.074,98.000
00:00:47.000,-0.075,-0.110,-0.095,0.072,98.000
00:00:47.010,-0.015,-0.103,-0.089,0.069,98.000
00:00:47.020,0.040,-0.095,-0.083,0.067,98.000
00:00:47.030,0.020,-0.088,-0.077,0.065,98.000
00:00:47.040,0.105,-0.080,-0.071,0.063,98.000
00:00:47.050,0.185,-0.073,-0.065,0.060,98.000
00:00:47.060,0.115,-0.068,-0.061,0.058,98.000
00:00:47.070,0.015,-0.062,-0.056,0.056,98.000
00:00:47.080,-0.040,-0.056,-0.051,0.053,98.000
00:00:47.090,-0.035,-0.051,-0.047,0.051,98.000
00:00:47.100,-0.160,-0.045,-0.042,0.049,98.000
00:00:47.110,-0.185,-0.058,-0.050,0.046,98.000
00:00:47.120,-0.190,-0.072,-0.057,0.044,98.000
00:00:47.130,-0.185,-0.085,-0.064,0.042,98.000
00:00:47.140,-0.195,-0.098,-0.072,0.040,98.000
00:00:47.150,-0.220,-0.111,-0.079,0.038,98.000
00:00:47.160,0.130,-0.111,-0.078,0.035,98.000
00:00:47.170,0.940,-0.111,-0.077,0.033,98.000
00:00:47.180,1.525,-0.111,-0.076,0.031,98.000
00:00:47.190,0.475,-0.111,-0.075,0.029,98.000
00:00:47.200,-0.465,-0.111,-0.073,0.026,98.000
00:00:47.210,-0.730,-0.108,-0.070,0.024,98.000
00:00:47.220,-0.530,-0.105,-0.067,0.022,98.000
00:00:47.230,-0.240,-0.103,-0.064,0.019,98.000
00:00:47.240,-0.160,-0.100,-0.061,0.017,98.000
00:00:47.250,-0.165,-0.097,-0.057,0.015,98.000
00:00:47.260,-0.140,-0.096,-0.056,0.013,98.000
00:00:47.270,-0.140,-0.094,-0.054,0.011,98.000
00:00:47.280,-0.140,-0.093,-0.052,0.009,98.000
00:00:47.290,-0.100,-0.092,-0.051,0.007,98.000
00:00:47.300,-0.110,-0.091,-0.049,0.005,98.000
00:00:47.310,-0.080,-0.086,-0.046,0.004,98.000
00:00:47.320,-0.065,-0.082,-0.044,0.002,98.000
00:00:47.330,-0.020,-0.078,-0.041,0.000,98.000
00:00:47.340,-0.020,-0.074,-0.039,-0.002,98.000
00:00:47.350,0.005,-0.070,-0.036,-0.003,98.000
00:00:47.360,0.030,-0.074,-0.038,-0.005,98.000
00:00:47.370,0.060,-0.079,-0.040,-0.007,98.000
00:00:47.380,0.080,-0.083,-0.041,-0.008,98.000
00:00:47.390,0.125,-0.088,-0.043,-0.010,98.000
00:00:47.400,0.160,-0.092,-0.045,-0.012,98.000
00:00:47.410,0.205,-0.091,-0.043,-0.013,98.000
00:00:47.420,0.220,-0.090,-0.040,-0.015,98.000
00:00:47.430,0.225,-0.089,-0.038,-0.017,98.000
00:00:47.440,0.230,-0.088,-0.036,-0.018,98.000
00:00:47.450,0.260,-0.087,-0.034,-0.020,98.000
00:00:47.460,0.250,-0.085,-0.031,-0.021,98.000
00:00:47.470,0.245,-0.084,-0.029,-0.023,98.000
00:00:47.480,0.200,-0.082,-0.026,-0.024,98.000
00:00:47.490,0.165,-0.080,-0.024,-0.026,98.000
00:00:47.500,0.115,-0.078,-0.021,-0.027,98.000
00:00:47.510,0.085,-0.079,-0.020,-0.029,98.000
00:00:47.520,0.045,-0.079,-0.018,-0.030,98.000
00:00:47.530,0.010,-0.080,-0.017,-0.032,98.000
00:00:47.540,0.015,-0.081,-0.016,-0.033,98.000
00:00:47.550,-0.005,-0.082,-0.015,-0.035,98.000
00:00:47.560,0.000,-0.082,-0.012,-0.037,98.000
00:00:47.570,-0.015,-0.083,-0.009,-0.038,98.000
00:00:47.580,-0.015,-0.083,-0.006,-0.040,98.000
00:00:47.590,0.010,-0.083,-0.003,-0.042,98.000
00:00:47.600,-0.015,-0.083,-0.001,-0.043,98.000
00:00:47.610,-0.005,-0.083,0.002,-0.045,98.000
00:00:47.620,0.000,-0.083,0.004,-0.047,98.000
00:00:47.630,-0.025,-0.082,0.006,-0.049,98.000
00:00:47.640,-0.010,-0.082,0.009,-0.051,98.000
00:00:47.650,-0.040,-0.081,0.011,-0.053,98.000
00:00:47.660,-0.035,-0.078,0.013,-0.055,98.000
00:00:47.670,-0.045,-0.074,0.015,-0.057,98.000
00:00:47.680,-0.050,-0.071,0.017,-0.059,98.000
00:00:47.690,-0.050,-0.067,0.020,-0.061,98.000
00:00:47.700,-0.055,-0.064,0.022,-0.063,98.000
00:00:47.710,-0.075,-0.068,0.025,-0.065,98.000
00:00:47.720,-0.060,-0.073,0.028,-0.067,98.000
00:00:47.730,-0.070,-0.077,0.031,-0.069,98.000
00:00:47.740,-0.070,-0.082,0.035,-0.071,98.000
00:00:47.750,-0.080,-0.086,0.038,-0.073,98.000
00:00:47.760,-0.095,-0.085,0.041,-0.076,98.000
00:00:47.770,-0.080,-0.084,0.045,-0.078,98.000
00:00:47.780,-0.070,-0.084,0.049,-0.080,98.000
00:00:47.790,-0.085,-0.083,0.053,-0.082,98.000
00:00:47.800,-0.110,-0.082,0.056,-0.084,98.000
00:00:47.810,-0.085,-0.080,0.060,-0.086,98.000
00:00:47.820,-0.095,-0.078,0.065,-0.088,98.000
00:00:47.830,-0.100,-0.077,0.069,-0.090,98.000
00:00:47.840,-0.090,-0.075,0.073,-0.093,98.000
00:00:47.850,-0.095,-0.073,0.077,-0.095,98.000
00:00:47.860,-0.115,-0.077,0.080,-0.097,98.000
00:00:47.870,-0.100,-0.081,0.084,-0.099,98.000
00:00:47.880,-0.085,-0.085,0.087,-0.102,98.000
00:00:47.890,-0.050,-0.088,0.091,-0.104,98.000
00:00:47.900,0.020,-0.092,0.095,-0.106,98.000
00:00:47.910,0.030,-0.095,0.096,-0.108,98.000
00:00:47.920,0.065,-0.097,0.098,-0.111,98.000
00:00:47.930,0.190,-0.100,0.100,-0.113,98.000
00:00:47.940,0.130,-0.102,0.102,-0.115,98.000
00:00:47.950,0.055,-0.105,0.103,-0.117,98.000
00:00:47.960,-0.010,-0.105,0.104,-0.119,98.000
00:00:47.970,-0.020,-0.106,0.104,-0.121,98.000
00:00:47.980,-0.130,-0.106,0.104,-0.123,98.000
00:00:47.990,-0.185,-0.106,0.104,-0.125,98.000
00:00:48.000,-0.200,-0.107,0.104,-0.127,98.000
00:00:48.010,-0.190,-0.103,0.103,-0.129,98.000
00:00:48.020,-0.180,-0.100,0.102,-0.130,98.000
00:00:48.030,-0.230,-0.097,0.100,-0.132,98.000
00:00:48.040,0.055,-0.094,0.099,-0.134,98.000
00:00:48.050,0.750,-0.090,0.098,-0.136,98.000
00:00:48.060,1.375,-0.093,0.096,-0.137,98.000
00:00:48.070,0.880,-0.096,0.094,-0.138,98.000
00:00:48.080,-0.245,-0.099,0.092,-0.139,98.000
00:00:48.090,-0.765,-0.101,0.090,-0.140,98.000
00:00:48.100,-0.610,-0.104,0.089,-0.142,98.000
00:00:48.110,-0.335,-0.098,0.087,-0.142,98.000
00:00:48.120,-0.180,-0.092,0.085,-0.142,98.000
00:00:48.130,-0.155,-0.087,0.083,-0.143,98.000
00:00:48.140,-0.150,-0.081,0.082,-0.143,98.000
00:00:48.150,-0.145,-0.075,0.080,-0.143,98.000
00:00:48.160,-0.130,-0.082,0.076,-0.142,98.000
00:00:48.170,-0.110,-0.089,0.073,-0.141,98.000
00:00:48.180,-0.105,-0.096,0.069,-0.140,98.000
00:00:48.190,-0.085,-0.103,0.066,-0.139,98.000
00:00:48.200,-0.070,-0.110,0.062,-0.138,98.000
00:00:48.210,-0.050,-0.111,0.057,-0.136,98.000
00:00:48.220,-0.030,-0.111,0.052,-0.134,98.000
00:00:48.230,0.000,-0.111,0.047,-0.131,98.000
00:00:48.240,0.020,-0.112,0.042,-0.129,98.000
00:00:48.250,0.050,-0.112,0.037,-0.127,98.000
00:00:48.260,0.075,-0.098,0.033,-0.125,98.000
00:00:48.270,0.125,-0.084,0.030,-0.122,98.000
00:00:48.280,0.150,-0.070,0.026,-0.120,98.000
00:00:48.290,0.175,-0.055,0.023,-0.117,98.000
00:00:48.300,0.205,-0.041,0.020,-0.115,98.000
00:00:48.310,0.215,-0.048,0.016,-0.113,98.000
00:00:48.320,0.230,-0.054,0.013,-0.110,98.000
00:00:48.330,0.250,-0.061,0.010,-0.107,98.000
00:00:48.340,0.225,-0.068,0.007,-0.105,98.000
00:00:48.350,0.215,-0.074,0.003,-0.102,98.000
00:00:48.360,0.210,-0.068,0.004,-0.100,98.000
00:00:48.370,0.145,-0.061,0.004,-0.097,98.000
00:00:48.380,0.105,-0.054,0.005,-0.095,98.000
00:00:48.390,0.050,-0.047,0.005,-0.092,98.000
00:00:48.400,0.030,-0.041,0.006,-0.089,98.000
00:00:48.410,0.020,-0.044,0.003,-0.087,98.000
00:00:48.420,0.000,-0.048,-0.001,-0.085,98.000
00:00:48.430,-0.010,-0.051,-0.004,-0.082,98.000
00:00:48.440,0.000,-0.055,-0.007,-0.080,98.000
00:00:48.450,-0.005,-0.058,-0.010,-0.077,98.000
00:00:48.460,-0.020,-0.070,-0.014,-0.075,98.000
00:00:48.470,-0.010,-0.082,-0.019,-0.072,98.000
00:00:48.480,-0.005,-0.093,-0.023,-0.069,98.000
00:00:48.490,-0.005,-0.105,-0.027,-0.066,98.000
00:00:48.500,-0.020,-0.117,-0.032,-0.064,98.000
00:00:48.510,-0.010,-0.104,-0.027,-0.061,98.000
00:00:48.520,0.000,-0.091,-0.023,-0.058,98.000
00:00:48.530,-0.020,-0.079,-0.019,-0.056,98.000
00:00:48.540,-0.025,-0.066,-0.015,-0.053,98.000
00:00:48.550,-0.040,-0.053,-0.011,-0.050,98.000
00:00:48.560,-0.050,-0.048,-0.010,-0.048,98.000
00:00:48.570,-0.045,-0.044,-0.009,-0.045,98.000
00:00:48.580,-0.045,-0.039,-0.008,-0.042,98.000
00:00:48.590,-0.055,-0.034,-0.007,-0.040,98.000
00:00:48.600,-0.060,-0.029,-0.006,-0.037,98.000
00:00:48.610,-0.065,-0.031,-0.009,-0.035,98.000
00:00:48.620,-0.070,-0.034,-0.011,-0.032,98.000
00:00:48.630,-0.065,-0.036,-0.013,-0.030,98.000
00:00:48.640,-0.080,-0.038,-0.015,-0.027,98.000
00:00:48.650,-0.065,-0.041,-0.017,-0.025,98.000
00:00:48.660,-0.085,-0.045,-0.021,-0.022,98.000
00:00:48.670,-0.080,-0.050,-0.025,-0.020,98.000
00:00:48.680,-0.090,-0.054,-0.029,-0.017,98.000
00:00:48.690,-0.075,-0.059,-0.033,-0.015,98.000
00:00:48.700,-0.105,-0.064,-0.037,-0.012,98.000
00:00:48.710,-0.090,-0.070,-0.041,-0.010,98.000
00:00:48.720,-0.095,-0.075,-0.045,-0.008,98.000
00:00:48.730,-0.095,-0.081,-0.050,-0.005,98.000
00:00:48.740,-0.105,-0.087,-0.054,-0.003,98.000
00:00:48.750,-0.085,-0.093,-0.058,-0.001,98.000
00:00:48.760,-0.075,-0.086,-0.054,0.001,98.000
00:00:48.770,-0.005,-0.078,-0.050,0.003,98.000
00:00:48.780,0.030,-0.071,-0.047,0.006,98.000
00:00:48.790,0.025,-0.063,-0.043,0.008,98.000
00:00:48.800,0.120,-0.056,-0.039,0.010,98.000
00:00:48.810,0.155,-0.053,-0.038,0.012,98.000
00:00:48.820,0.100,-0.051,-0.037,0.015,98.000
00:00:48.830,0.025,-0.049,-0.036,0.017,98.000
00:00:48.840,-0.040,-0.047,-0.035,0.019,98.000
00:00:48.850,-0.050,-0.044,-0.034,0.021,98.000
00:00:48.860,-0.160,-0.051,-0.039,0.023,98.000
00:00:48.870,-0.185,-0.058,-0.045,0.026,98.000
00:00:48.880,-0.200,-0.064,-0.050,0.028,98.000
00:00:48.890,-0.170,-0.071,-0.056,0.030,98.000
00:00:48.900,-0.215,-0.077,-0.061,0.032,98.000
00:00:48.910,-0.230,-0.076,-0.061,0.034,98.000
00:00:48.920,0.160,-0.075,-0.061,0.036,98.000
00:00:48.930,1.050,-0.073,-0.061,0.038,98.000
00:00:48.940,1.665,-0.072,-0.060,0.040,98.000
00:00:48.950,0.345,-0.071,-0.060,0.042,98.000
00:00:48.960,-0.560,-0.071,-0.061,0.044,98.000
00:00:48.970,-0.680,-0.071,-0.063,0.046,98.000
00:00:48.980,-0.455,-0.071,-0.064,0.048,98.000
00:00:48.990,-0.190,-0.072,-0.065,0.050,98.000
00:00:49.000,-0.175,-0.072,-0.066,0.051,98.000
00:00:49.010,-0.140,-0.072,-0.067,0.053,98.000
00:00:49.020,-0.150,-0.071,-0.067,0.055,98.000
00:00:49.030,-0.120,-0.071,-0.067,0.057,98.000
00:00:49.040,-0.135,-0.071,-0.068,0.059,98.000
00:00:49.050,-0.105,-0.071,-0.068,0.061,98.000
00:00:49.060,-0.105,-0.066,-0.067,0.063,98.000
00:00:49.070,-0.070,-0.061,-0.065,0.064,98.000
00:00:49.080,-0.055,-0.057,-0.063,0.066,98.000
00:00:49.090,-0.020,-0.052,-0.062,0.068,98.000
00:00:49.100,-0.020,-0.047,-0.060,0.070,98.000
00:00:49.110,0.005,-0.046,-0.065,0.071,98.000
00:00:49.120,0.030,-0.046,-0.070,0.073,98.000
00:00:49.130,0.070,-0.045,-0.074,0.074,98.000
00:00:49.140,0.100,-0.044,-0.079,0.076,98.000
00:00:49.150,0.145,-0.044,-0.084,0.077,98.000
00:00:49.160,0.180,-0.054,-0.089,0.079,98.000
00:00:49.170,0.215,-0.065,-0.094,0.080,98.000
00:00:49.180,0.240,-0.075,-0.100,0.082,98.000
00:00:49.190,0.260,-0.086,-0.105,0.083,98.000
00:00:49.200,0.255,-0.096,-0.110,0.085,98.000
00:00:49.210,0.270,-0.102,-0.112,0.086,98.000
00:00:49.220,0.255,-0.108,-0.114,0.088,98.000
00:00:49.230,0.235,-0.114,-0.115,0.089,98.000
00:00:49.240,0.200,-0.120,-0.117,0.091,98.000
00:00:49.250,0.155,-0.126,-0.119,0.092,98.000
00:00:49.260,0.105,-0.122,-0.117,0.094,98.000
00:00:49.270,0.065,-0.118,-0.115,0.095,98.000
00:00:49.280,0.030,-0.114,-0.113,0.097,98.000
00:00:49.290,0.010,-0.111,-0.111,0.098,98.000
00:00:49.300,-0.005,-0.107,-0.110,0.100,98.000
00:00:49.310,-0.015,-0.106,-0.110,0.101,98.000
00:00:49.320,-0.020,-0.106,-0.111,0.103,98.000
00:00:49.330,-0.005,-0.106,-0.112,0.104,98.000
00:00:49.340,-0.010,-0.105,-0.113,0.106,98.000
00:00:49.350,0.000,-0.105,-0.114,0.108,98.000
00:00:49.360,0.000,-0.101,-0.115,0.109,98.000
00:00:49.370,-0.005,-0.098,-0.116,0.111,98.000
00:00:49.380,-0.005,-0.095,-0.117,0.113,98.000
00:00:49.390,0.000,-0.091,-0.118,0.114,98.000
00:00:49.400,-0.015,-0.088,-0.119,0.116,98.000
00:00:49.410,-0.025,-0.085,-0.119,0.118,98.000
00:00:49.420,-0.015,-0.083,-0.119,0.119,98.000
00:00:49.430,-0.025,-0.081,-0.119,0.121,98.000
00:00:49.440,-0.040,-0.078,-0.120,0.123,98.000
00:00:49.450,-0.040,-0.076,-0.120,0.124,98.000
00:00:49.460,-0.055,-0.075,-0.123,0.126,98.000
00:00:49.470,-0.060,-0.075,-0.125,0.127,98.000
00:00:49.480,-0.060,-0.074,-0.128,0.129,98.000
00:00:49.490,-0.065,-0.074,-0.131,0.131,98.000
00:00:49.500,-0.065,-0.074,-0.134,0.132,98.000
00:00:49.510,-0.075,-0.075,-0.134,0.134,98.000
00:00:49.520,-0.075,-0.076,-0.135,0.135,98.000
00:00:49.530,-0.080,-0.077,-0.135,0.137,98.000
00:00:49.540,-0.070,-0.078,-0.135,0.138,98.000
00:00:49.550,-0.065,-0.079,-0.136,0.140,98.000
00:00:49.560,-0.065,-0.078,-0.137,0.141,98.000
00:00:49.570,-0.060,-0.077,-0.139,0.143,98.000
00:00:49.580,-0.080,-0.075,-0.140,0.144,98.000
00:00:49.590,-0.080,-0.074,-0.142,0.146,98.000
00:00:49.600,-0.090,-0.072,-0.143,0.147,98.000
00:00:49.610,-0.080,-0.074,-0.143,0.149,98.000
00:00:49.620,-0.080,-0.076,-0.144,0.150,98.000
00:00:49.630,-0.070,-0.077,-0.144,0.152,98.000
00:00:49.640,-0.090,-0.079,-0.145,0.153,98.000
00:00:49.650,-0.080,-0.081,-0.145,0.155,98.000
00:00:49.660,-0.105,-0.086,-0.142,0.156,98.000
00:00:49.670,-0.085,-0.091,-0.138,0.158,98.000
00:00:49.680,-0.065,-0.096,-0.135,0.159,98.000
00:00:49.690,-0.015,-0.100,-0.131,0.160,98.000
00:00:49.700,0.035,-0.105,-0.128,0.162,98.000
00:00:49.710,0.050,-0.112,-0.129,0.163,98.000
00:00:49.720,0.115,-0.119,-0.131,0.164,98.000
00:00:49.730,0.185,-0.125,-0.133,0.165,98.000
00:00:49.740,0.105,-0.132,-0.134,0.167,98.000
00:00:49.750,0.030,-0.138,-0.136,0.168,98.000
00:00:49.760,-0.035,-0.138,-0.137,0.169,98.000
00:00:49.770,-0.025,-0.138,-0.139,0.169,98.000
00:00:49.780,-0.140,-0.137,-0.140,0.170,98.000
00:00:49.790,-0.190,-0.137,-0.141,0.171,98.000
00:00:49.800,-0.200,-0.137,-0.143,0.171,98.000
00:00:49.810,-0.165,-0.125,-0.140,0.171,98.000
00:00:49.820,-0.190,-0.114,-0.137,0.170,98.000
00:00:49.830,-0.220,-0.102,-0.134,0.170,98.000
00:00:49.840,0.140,-0.091,-0.131,0.169,98.000
00:00:49.850,0.990,-0.080,-0.128,0.168,98.000
00:00:49.860,1.600,-0.086,-0.129,0.167,98.000
00:00:49.870,0.440,-0.092,-0.130,0.165,98.000
00:00:49.880,-0.500,-0.099,-0.130,0.164,98.000
00:00:49.890,-0.680,-0.105,-0.131,0.162,98.000
00:00:49.900,-0.450,-0.112,-0.132,0.160,98.000
00:00:49.910,-0.190,-0.112,-0.128,0.158,98.000
00:00:49.920,-0.165,-0.113,-0.124,0.156,98.000
00:00:49.930,-0.145,-0.113,-0.120,0.154,98.000
00:00:49.940,-0.150,-0.114,-0.116,0.153,98.000
00:00:49.950,-0.120,-0.115,-0.112,0.151,98.000
00:00:49.960,-0.145,-0.109,-0.109,0.149,98.000
00:00:49.970,-0.100,-0.103,-0.107,0.147,98.000
00:00:49.980,-0.095,-0.097,-0.104,0.145,98.000
00:00:49.990,-0.090,-0.092,-0.102,0.143,98.000
00:00:50.000,-0.070,-0.086,-0.099,0.141,98.000
00:00:50.010,-0.040,-0.090,-0.101,0.139,98.000
00:00:50.020,-0.025,-0.093,-0.103,0.137,98.000
00:00:50.030,0.020,-0.097,-0.105,0.135,98.000
00:00:50.040,0.010,-0.101,-0.107,0.133,98.000
00:00:50.050,0.055,-0.105,-0.110,0.131,98.000
00:00:50.060,0.080,-0.102,-0.107,0.129,98.000
00:00:50.070,0.135,-0.100,-0.104,0.127,98.000
00:00:50.080,0.165,-0.097,-0.101,0.125,98.000
00:00:50.090,0.195,-0.095,-0.098,0.123,98.000
00:00:50.100,0.215,-0.092,-0.095,0.121,98.000
00:00:50.110,0.240,-0.091,-0.094,0.119,98.000
00:00:50.120,0.260,-0.090,-0.092,0.117,98.000
00:00:50.130,0.260,-0.089,-0.091,0.115,98.000
00:00:50.140,0.255,-0.089,-0.090,0.113,98.000
00:00:50.150,0.235,-0.088,-0.089,0.111,98.000
00:00:50.160,0.205,-0.087,-0.088,0.109,98.000
00:00:50.170,0.165,-0.086,-0.087,0.107,98.000
00:00:50.180,0.105,-0.085,-0.085,0.105,98.000
00:00:50.190,0.070,-0.084,-0.084,0.103,98.000
00:00:50.200,0.035,-0.084,-0.083,0.101,98.000
00:00:50.210,0.005,-0.083,-0.082,0.098,98.000
00:00:50.220,-0.015,-0.081,-0.081,0.096,98.000
00:00:50.230,-0.020,-0.080,-0.079,0.094,98.000
00:00:50.240,0.000,-0.079,-0.078,0.092,98.000
00:00:50.250,-0.020,-0.078,-0.077,0.090,98.000
00:00:50.260,-0.015,-0.080,-0.077,0.088,98.000
00:00:50.270,-0.020,-0.082,-0.077,0.086,98.000
00:00:50.280,-0.010,-0.084,-0.077,0.084,98.000
